GO Term	Fold Change	Unipept	EggNOG	MEGAN	MetaGOmics	MPA	Prophane
chromatin organization	FC (WS / NS)	-0.36 (3.32 / 4.55)	0.2 (5.58 / 4.71)	-	-	-	-
 	Percentile (%)	83.136	19.632	-	-	-	-
flavin-containing compound metabolic process	FC (WS / NS)	-0.38 (4.81 / 6.53)	-0.19 (3.58 / 4.23)	-0.13 (9.99 / 11.05)	-0.24 (6.7 / 8.09)	-0.04 (5.46 / 5.64)	-
 	Percentile (%)	83.279	64.652	80.04	73.979	54.684	-
flavin-containing compound biosynthetic process	FC (WS / NS)	-0.38 (4.81 / 6.53)	-	-	-	-	-
 	Percentile (%)	83.315	-	-	-	-	-
tRNA-guanine transglycosylation	FC (WS / NS)	-0.38 (2 / 2.91)	-	-	-	2.45 (4.46 / 0)	-
 	Percentile (%)	83.423	-	-	-	5.519	-
arabinose metabolic process	FC (WS / NS)	-0.38 (2 / 2.91)	0.08 (5.58 / 5.23)	-	0.3 (7.81 / 6.13)	-	-
 	Percentile (%)	83.459	35.18	-	17.118	-	-
dUTP metabolic process	FC (WS / NS)	-0.39 (3 / 4.23)	-	-	-	-0.37 (6.86 / 9.16)	-
 	Percentile (%)	83.567	-	-	-	77.197	-
plasma membrane bounded cell projection organization	FC (WS / NS)	-0.39 (2.32 / 3.36)	-0.76 (4.39 / 8.12)	1.37 (1.58 / 0)	-	-	-
 	Percentile (%)	83.675	75.878	6.687	-	-	-
endocytosis	FC (WS / NS)	-0.39 (2.32 / 3.36)	-0.19 (4.7 / 5.52)	-	-	-	-
 	Percentile (%)	83.711	64.867	-	-	-	-
chromatin remodeling	FC (WS / NS)	-0.39 (2.32 / 3.36)	0.31 (3.32 / 2.49)	-	-	-	-
 	Percentile (%)	83.747	16.575	-	-	-	-
coenzyme A biosynthetic process	FC (WS / NS)	-0.39 (3.46 / 4.86)	0.39 (2.81 / 1.91)	-0.23 (8.39 / 10.02)	-	-	-
 	Percentile (%)	83.783	15.047	83.45	-	-	-
riboflavin biosynthetic process	FC (WS / NS)	-0.4 (4.58 / 6.35)	-0.32 (1.58 / 2.23)	-0.16 (7.89 / 8.94)	-0.31 (4.7 / 6.09)	-0.04 (5.46 / 5.64)	-
 	Percentile (%)	83.855	68.713	80.976	77.078	54.539	-
ethanolamine catabolic process	FC (WS / NS)	-0.4 (3.17 / 4.49)	-	-0.68 (2 / 3.81)	-0.38 (5.32 / 7.21)	-0.16 (6.08 / 6.92)	0.16 (-10.01 / -9.08)
 	Percentile (%)	83.927	-	89.268	79.242	67.32	26.436
primary amino compound metabolic process	FC (WS / NS)	-0.4 (3.17 / 4.49)	-	-0.1 (6.52 / 7.09)	-0.29 (7.32 / 9.21)	-0.16 (6.08 / 6.92)	0.16 (-10.01 / -9.08)
 	Percentile (%)	83.963	-	78.636	76.242	67.393	26.544
regulation of immune system process	FC (WS / NS)	-0.4 (3.32 / 4.71)	-0.02 (7.49 / 7.63)	0.67 (4.7 / 2.58)	-0.34 (6.55 / 8.54)	-	-
 	Percentile (%)	83.999	56.938	12.203	78.357	-	-
cellular respiration	FC (WS / NS)	-0.41 (4.25 / 5.99)	-0.04 (9.94 / 10.23)	0 (15.09 / 15.07)	-0.19 (9.13 / 10.56)	-	NaN (-0.94 / -1.81)
 	Percentile (%)	84.07	58.347	51.354	72.012	-	99.025
base-excision repair	FC (WS / NS)	-0.42 (3.58 / 5.11)	0.14 (0 / -0.09)	-0.19 (5.98 / 6.98)	-	-	-
 	Percentile (%)	84.142	22.904	82.146	-	-	-
malonyl-CoA biosynthetic process	FC (WS / NS)	-0.42 (5 / 7.01)	-	-0.37 (5.81 / 7.78)	-0.15 (6.19 / 6.95)	-0.15 (9.42 / 10.58)	-
 	Percentile (%)	84.214	-	86.292	70.044	66.885	-
protein insertion into membrane	FC (WS / NS)	-0.42 (4 / 5.69)	-	-0.14 (9.32 / 10.34)	-1.07 (3.17 / 7.73)	-3.41 (0 / 9.61)	-
 	Percentile (%)	84.25	-	80.074	86.572	96.587	-
negative regulation of response to stimulus	FC (WS / NS)	-0.43 (3.7 / 5.33)	-0.66 (4.95 / 8.4)	-	0.15 (10.7 / 9.52)	-	-
 	Percentile (%)	84.322	74.755	-	25.086	-	-
phosphatidylethanolamine biosynthetic process	FC (WS / NS)	-0.43 (1.58 / 2.49)	-0.93 (0 / 0.91)	0.37 (1.58 / 1)	-	-	-
 	Percentile (%)	84.358	78.218	16.316	-	-	-
apoptotic process	FC (WS / NS)	-0.43 (1.58 / 2.49)	-0.91 (2.32 / 5.23)	-1.84 (0 / 2.58)	-	-	-
 	Percentile (%)	84.394	77.215	95.687	-	-	-
galactose transmembrane transport	FC (WS / NS)	-0.43 (1.58 / 2.49)	-2.66 (0 / 5.33)	-	-2.73 (0 / 5.61)	-	-
 	Percentile (%)	84.43	97.731	-	98.426	-	-
peptidyl-glutamine methylation	FC (WS / NS)	-0.43 (1.58 / 2.49)	-0.93 (0 / 0.91)	0 (1.58 / 1.58)	-	-	-
 	Percentile (%)	84.466	79.532	59.679	-	-	-
second-messenger-mediated signaling	FC (WS / NS)	-0.43 (1.58 / 2.49)	-	-	-	-2.73 (0 / 5.64)	-
 	Percentile (%)	84.502	-	-	-	89.542	-
defense response to virus	FC (WS / NS)	-0.43 (1.58 / 2.49)	1.14 (1 / -0.09)	1.58 (2 / 0)	-	-	-
 	Percentile (%)	84.61	6.401	4.948	-	-	-
regulation of supramolecular fiber organization	FC (WS / NS)	-0.43 (1.58 / 2.49)	-1.64 (1.58 / 7.06)	-	-	-	-
 	Percentile (%)	84.682	88.584	-	-	-	-
phosphatidylinositol phosphorylation	FC (WS / NS)	-0.43 (2.32 / 3.49)	-	0.12 (10.87 / 9.93)	-	-	-
 	Percentile (%)	84.754	-	27.282	-	-	-
immune response	FC (WS / NS)	-0.44 (3 / 4.43)	-0.56 (5 / 7.83)	-	-0.12 (7.23 / 7.94)	-	-
 	Percentile (%)	84.826	73.442	-	68.028	-	-
immune effector process	FC (WS / NS)	-0.44 (3.58 / 5.23)	-0.71 (4 / 7.2)	-	-0.26 (7.47 / 9.11)	-	-
 	Percentile (%)	84.898	75.543	-	74.52	-	-
membrane organization	FC (WS / NS)	-0.44 (4.17 / 6.03)	0.01 (8.57 / 8.49)	-	-0.2 (8.91 / 10.37)	-	-
 	Percentile (%)	84.969	45.617	-	72.405	-	-
tryptophan biosynthetic process	FC (WS / NS)	-0.45 (2.58 / 3.91)	0.33 (5.04 / 3.81)	0.24 (7.13 / 5.91)	0.39 (4.64 / 3.32)	-	-
 	Percentile (%)	85.077	16.05	20.361	14.953	-	-
vitamin B6 metabolic process	FC (WS / NS)	-0.46 (4.52 / 6.61)	-0.46 (5 / 7.23)	0.05 (12.56 / 12.12)	-0.3 (6.88 / 8.67)	-0.81 (6.77 / 12.58)	-0.48 (-4.33 / -5.65)
 	Percentile (%)	85.221	71.626	36.008	76.291	82.062	83.424
vitamin B6 biosynthetic process	FC (WS / NS)	-0.46 (4.52 / 6.61)	-	0.05 (11.56 / 11.12)	-0.33 (5.88 / 7.67)	-	-
 	Percentile (%)	85.257	-	35.206	77.964	-	-
organic hydroxy compound biosynthetic process	FC (WS / NS)	-0.46 (4.52 / 6.61)	-0.18 (7.03 / 8.12)	0.05 (11.71 / 11.25)	-0.02 (9.09 / 9.23)	-	-
 	Percentile (%)	85.293	64.366	34.504	56.911	-	-
regulation of immune response	FC (WS / NS)	-0.47 (3 / 4.55)	-0.18 (6.04 / 6.98)	2.37 (4.17 / 0)	-0.48 (5.36 / 7.88)	-	-
 	Percentile (%)	85.401	64.27	0.702	81.505	-	-
regulation of body fluid levels	FC (WS / NS)	-0.48 (3.32 / 5.03)	0.02 (7.58 / 7.46)	-	0.19 (10.95 / 9.45)	-	-
 	Percentile (%)	85.545	44.065	-	22.922	-	-
regulation of response to external stimulus	FC (WS / NS)	-0.48 (3.46 / 5.23)	-0.65 (4.86 / 8.18)	2.64 (5.25 / 0)	0.18 (10.91 / 9.48)	-	-
 	Percentile (%)	85.617	74.588	0.1	23.512	-	-
negative regulation of response to external stimulus	FC (WS / NS)	-0.48 (3.46 / 5.23)	-	-	0.2 (10.1 / 8.67)	-	-
 	Percentile (%)	85.653	-	-	22.577	-	-
viral budding from plasma membrane	FC (WS / NS)	-0.49 (2 / 3.23)	-	-	-	-	-
 	Percentile (%)	85.796	-	-	-	-	-
nitrate assimilation	FC (WS / NS)	-0.5 (4.25 / 6.4)	0.41 (5.64 / 3.99)	-0.53 (5.58 / 8.53)	-	-0.34 (7.79 / 10.1)	0.1 (-12.03 / -11.27)
 	Percentile (%)	85.832	14.33	87.763	-	76.18	34.561
regulation of defense response	FC (WS / NS)	-0.5 (3 / 4.66)	-0.19 (3.91 / 4.61)	2.2 (3.58 / 0)	-0.51 (5.52 / 8.29)	-	-
 	Percentile (%)	85.904	64.82	1.672	82.145	-	-
negative regulation of defense response	FC (WS / NS)	-0.5 (3 / 4.66)	-	-	-0.58 (4.32 / 6.98)	-	-
 	Percentile (%)	85.94	-	-	83.227	-	-
peptide cross-linking	FC (WS / NS)	-0.5 (3 / 4.66)	0.14 (0 / -0.09)	-	-0.55 (2.81 / 4.58)	-	-
 	Percentile (%)	86.012	25.699	-	82.636	-	-
nucleosome organization	FC (WS / NS)	-0.5 (2.32 / 3.71)	1.93 (2.81 / 0)	-	-	-	-
 	Percentile (%)	86.156	2.078	-	-	-	-
protein-DNA complex subunit organization	FC (WS / NS)	-0.5 (2.32 / 3.71)	2.27 (3.81 / 0)	-	-	-	-
 	Percentile (%)	86.192	0.764	-	-	-	-
cellular glucose homeostasis	FC (WS / NS)	-0.54 (1 / 1.91)	-	-	-	-	-
 	Percentile (%)	86.588	-	-	-	-	-
regulation of cytokine-mediated signaling pathway	FC (WS / NS)	-0.54 (1 / 1.91)	-	-	-	-	-
 	Percentile (%)	86.624	-	-	-	-	-
regulation of response to biotic stimulus	FC (WS / NS)	-0.54 (1 / 1.91)	-0.04 (4.32 / 4.49)	2 (3 / 0)	-0.74 (3.46 / 6.46)	-	-
 	Percentile (%)	86.659	58.777	2.641	84.653	-	-
ER to Golgi vesicle-mediated transport	FC (WS / NS)	-0.54 (1 / 1.91)	-	-	-	-	-
 	Percentile (%)	86.803	-	-	-	-	-
intra-Golgi vesicle-mediated transport	FC (WS / NS)	-0.54 (1 / 1.91)	-	-	-	-	-
 	Percentile (%)	86.839	-	-	-	-	-
intein-mediated protein splicing	FC (WS / NS)	-0.54 (1 / 1.91)	-	0.56 (5.36 / 3.32)	0.73 (4.52 / 2.32)	-	-
 	Percentile (%)	87.019	-	13.106	9.739	-	-
keratinocyte differentiation	FC (WS / NS)	-0.54 (1 / 1.91)	-1.64 (1 / 5.23)	-0.27 (3 / 3.81)	-	-	-
 	Percentile (%)	87.055	88.56	84.554	-	-	-
evasion or tolerance of host defense response	FC (WS / NS)	-0.54 (1 / 1.91)	0.09 (7.86 / 7.33)	-	-	-	-
 	Percentile (%)	87.127	34.321	-	-	-	-
suppression by virus of host type I interferon-mediated signaling pathway	FC (WS / NS)	-0.54 (1 / 1.91)	-	-	-	-	-
 	Percentile (%)	87.163	-	-	-	-	-
regulation of innate immune response	FC (WS / NS)	-0.54 (1 / 1.91)	-	-	-	-	-
 	Percentile (%)	87.199	-	-	-	-	-
protein stabilization	FC (WS / NS)	-0.54 (1 / 1.91)	-0.48 (3.17 / 4.81)	-0.03 (6.58 / 6.75)	-	-	-
 	Percentile (%)	87.235	71.961	74.022	-	-	-
response to host defenses	FC (WS / NS)	-0.54 (1 / 1.91)	0.06 (11.86 / 11.35)	-	-	-	-
 	Percentile (%)	87.271	38.19	-	-	-	-
modulation by symbiont of host immune response	FC (WS / NS)	-0.54 (1 / 1.91)	0.26 (3.17 / 2.49)	-	-	-	-
 	Percentile (%)	87.307	18.032	-	-	-	-
regulation of response to cytokine stimulus	FC (WS / NS)	-0.54 (1 / 1.91)	-	-	-	-	-
 	Percentile (%)	87.343	-	-	-	-	-
modulation by symbiont of host receptor-mediated signal transduction	FC (WS / NS)	-0.54 (1 / 1.91)	-	-	-	-	-
 	Percentile (%)	87.379	-	-	-	-	-
malate metabolic process	FC (WS / NS)	-0.54 (4.09 / 6.4)	0.33 (6.64 / 5.08)	0.07 (10.68 / 10.09)	-0.49 (4.7 / 6.99)	-3.48 (0 / 10.18)	-0.87 (-2.73 / -4.16)
 	Percentile (%)	87.487	15.954	31.26	81.554	97.095	91.658
programmed cell death	FC (WS / NS)	-0.55 (3 / 4.86)	-	-2.48 (0 / 4.58)	-0.42 (5.55 / 7.79)	-	-
 	Percentile (%)	87.666	-	98.73	80.423	-	-
polyamine transport	FC (WS / NS)	-0.56 (3.58 / 5.74)	-0.6 (4.09 / 6.69)	-0.42 (5.7 / 7.99)	-0.36 (5.39 / 7.19)	-	-
 	Percentile (%)	87.738	74.063	86.927	78.8	-	-
negative regulation of multicellular organismal process	FC (WS / NS)	-0.56 (2.32 / 3.91)	-0.98 (4 / 8.84)	-	-	-	-
 	Percentile (%)	87.81	81.872	-	-	-	-
complement activation, lectin pathway	FC (WS / NS)	-0.56 (2.58 / 4.3)	-0.87 (1.58 / 3.71)	-	-0.66 (2.32 / 4.25)	-	-
 	Percentile (%)	87.846	76.833	-	84.014	-	-
establishment of skin barrier	FC (WS / NS)	-0.56 (2.58 / 4.3)	-	-	-0.66 (2.32 / 4.25)	-	-
 	Percentile (%)	87.882	-	-	84.161	-	-
anatomical structure development	FC (WS / NS)	-0.59 (2.81 / 4.71)	-0.29 (9.59 / 11.95)	-0.04 (12.41 / 12.81)	-0.1 (10.62 / 11.42)	-	-0.34 (-8.95 / -11.05)
 	Percentile (%)	87.99	67.184	74.858	65.273	-	77.465
protein quality control for misfolded or incompletely synthesized proteins	FC (WS / NS)	-0.6 (3.91 / 6.41)	-0.5 (3.91 / 5.95)	-0.59 (3.46 / 5.73)	-0.43 (4.32 / 6.15)	-0.62 (7.3 / 11.74)	-
 	Percentile (%)	88.026	72.367	88.566	80.521	80.32	-
glutamate catabolic process	FC (WS / NS)	-0.6 (1.58 / 2.91)	-	-1 (0 / 1)	-0.48 (6.69 / 9.69)	-	-
 	Percentile (%)	88.134	-	91.006	81.407	-	-
negative regulation of inflammatory response	FC (WS / NS)	-0.6 (2.58 / 4.43)	-	-	-0.55 (2.58 / 4.25)	-	-
 	Percentile (%)	88.17	-	-	82.489	-	-
cytoplasmic translation	FC (WS / NS)	-0.62 (2 / 3.61)	0.14 (0 / -0.09)	-	-0.12 (7.15 / 7.88)	-2.32 (0 / 4)	-
 	Percentile (%)	88.278	21.949	-	68.372	87.001	-
D-alanine biosynthetic process	FC (WS / NS)	-0.63 (2.32 / 4.15)	0.63 (5.29 / 3.08)	-0.95 (1.58 / 4)	0.18 (5.46 / 4.7)	-	-
 	Percentile (%)	88.421	11.846	90.271	23.66	-	-
D-alanine family amino acid metabolic process	FC (WS / NS)	-0.63 (2.32 / 4.15)	0.41 (7.39 / 5.3)	-0.39 (4.81 / 6.58)	0.14 (7.46 / 6.7)	-	-
 	Percentile (%)	88.457	14.306	86.693	27.004	-	-
keratinization	FC (WS / NS)	-0.64 (2.58 / 4.61)	-0.93 (0 / 0.91)	-0.58 (1 / 2)	-0.57 (3 / 4.95)	-	-
 	Percentile (%)	88.493	79.914	88.365	83.03	-	-
1-deoxy-D-xylulose 5-phosphate biosynthetic process	FC (WS / NS)	-0.65 (2 / 3.71)	-	-0.63 (1.58 / 3)	-2 (0 / 3)	-	-
 	Percentile (%)	88.565	-	89.168	90.851	-	-
drug catabolic process	FC (WS / NS)	-0.67 (4.39 / 7.59)	-0.45 (6.51 / 9.24)	-0.47 (7.51 / 10.76)	-0.49 (8.1 / 11.81)	-3.79 (0 / 12.88)	-0.03 (-8.13 / -8.26)
 	Percentile (%)	88.709	71.459	87.128	81.702	99.419	50.704
7-methylguanosine mRNA capping	FC (WS / NS)	-0.69 (1 / 2.23)	-	-1.84 (0 / 2.58)	-	-	-
 	Percentile (%)	88.889	-	95.62	-	-	-
cell growth	FC (WS / NS)	-0.69 (1 / 2.23)	-	-	-	-	-
 	Percentile (%)	89.069	-	-	-	-	-
'de novo' GDP-L-fucose biosynthetic process	FC (WS / NS)	-0.69 (1 / 2.23)	-	-	-	-	-
 	Percentile (%)	89.213	-	-	-	-	-
cellular developmental process	FC (WS / NS)	-0.71 (3.46 / 6.28)	-0.24 (9 / 10.78)	-0.19 (10.98 / 12.68)	-0.02 (10.67 / 10.79)	-	-
 	Percentile (%)	89.5	65.847	81.879	56.37	-	-
N-acetylneuraminate catabolic process	FC (WS / NS)	-0.71 (2.32 / 4.43)	-1.32 (0 / 1.49)	0 (4.7 / 4.7)	-	-	0.07 (-10.85 / -10.38)
 	Percentile (%)	89.536	85.264	59.813	-	-	38.353
cell activation	FC (WS / NS)	-0.71 (2 / 3.91)	0.24 (7.11 / 5.86)	-	-0.25 (7.85 / 9.51)	-	-
 	Percentile (%)	89.572	18.462	-	74.274	-	-
cornification	FC (WS / NS)	-0.74 (2.32 / 4.55)	-	-	-0.57 (3 / 4.95)	-	-
 	Percentile (%)	89.86	-	-	83.079	-	-
supramolecular fiber organization	FC (WS / NS)	-0.76 (2 / 4.08)	0.06 (4.46 / 4.23)	-	-	-	-
 	Percentile (%)	89.968	37.569	-	-	-	-
FAD biosynthetic process	FC (WS / NS)	-0.8 (1 / 2.49)	-	0 (0 / 0)	-	-	-
 	Percentile (%)	90.255	-	55.567	-	-	-
actin filament organization	FC (WS / NS)	-0.8 (1 / 2.49)	-0.09 (3.32 / 3.61)	-1.58 (0 / 2)	-	-	-
 	Percentile (%)	90.291	60.927	93.848	-	-	-
FMN biosynthetic process	FC (WS / NS)	-0.8 (1 / 2.49)	-	-	-	-	-
 	Percentile (%)	90.363	-	-	-	-	-
[2Fe-2S] cluster assembly	FC (WS / NS)	-0.8 (1 / 2.49)	-	-	-2.11 (0 / 3.32)	-	-
 	Percentile (%)	90.435	-	-	91.786	-	-
flavin adenine dinucleotide metabolic process	FC (WS / NS)	-0.8 (1 / 2.49)	-	-1.58 (0 / 2)	-	-	-
 	Percentile (%)	90.471	-	94.517	-	-	-
myeloid leukocyte activation	FC (WS / NS)	-0.83 (1.58 / 3.61)	-	-	-0.27 (7.11 / 8.77)	-	-
 	Percentile (%)	90.615	-	-	74.963	-	-
pantothenate catabolic process	FC (WS / NS)	-0.83 (1.58 / 3.61)	-	0 (2.81 / 2.81)	-	-	-
 	Percentile (%)	90.651	-	59.178	-	-	-
fibrinolysis	FC (WS / NS)	-0.83 (1.58 / 3.61)	-0.87 (1.58 / 3.71)	-	-0.66 (2.32 / 4.25)	-	-
 	Percentile (%)	90.687	76.881	-	84.063	-	-
neutrophil degranulation	FC (WS / NS)	-0.83 (1.58 / 3.61)	-	-	-0.38 (4.52 / 6.19)	-	-
 	Percentile (%)	90.723	-	-	79.292	-	-
leukocyte activation	FC (WS / NS)	-0.83 (1.58 / 3.61)	-	-	-0.26 (7.52 / 9.19)	-	-
 	Percentile (%)	90.759	-	-	74.57	-	-
regulation of angiogenesis	FC (WS / NS)	-0.83 (1.58 / 3.61)	-	-	-0.66 (2.32 / 4.25)	-	-
 	Percentile (%)	90.795	-	-	84.112	-	-
regulation of coagulation	FC (WS / NS)	-0.83 (1.58 / 3.61)	-0.55 (3.91 / 6.19)	-	0.23 (10.67 / 8.96)	-	-
 	Percentile (%)	90.867	73.322	-	20.807	-	-
regulation of wound healing	FC (WS / NS)	-0.83 (1.58 / 3.61)	-0.59 (3.58 / 5.88)	-	0.23 (10.67 / 8.96)	-	-
 	Percentile (%)	90.903	73.776	-	20.856	-	-
regulation of hemostasis	FC (WS / NS)	-0.83 (1.58 / 3.61)	-0.55 (3.91 / 6.19)	-	0.23 (10.67 / 8.96)	-	-
 	Percentile (%)	90.939	73.346	-	20.905	-	-
regulation of response to wounding	FC (WS / NS)	-0.83 (1.58 / 3.61)	-0.9 (3.58 / 7.58)	-	0.22 (11.08 / 9.39)	-	-
 	Percentile (%)	90.974	77.191	-	21.446	-	-
polyol catabolic process	FC (WS / NS)	-0.84 (3.46 / 6.98)	-0.31 (5.55 / 7.11)	-0.62 (6.38 / 10.34)	-0.18 (9.33 / 10.69)	-3.84 (0 / 13.35)	-
 	Percentile (%)	91.046	67.638	89.101	71.766	99.782	-
cell differentiation	FC (WS / NS)	-0.85 (3 / 6.21)	-0.22 (8.21 / 9.72)	-0.35 (8.11 / 10.61)	0 (10.59 / 10.55)	-	-
 	Percentile (%)	91.082	65.465	85.724	51.992	-	-
retina homeostasis	FC (WS / NS)	-0.87 (1.58 / 3.71)	-	-	0.15 (5.91 / 5.21)	-	-
 	Percentile (%)	91.154	-	-	25.135	-	-
copper ion transport	FC (WS / NS)	-0.89 (1 / 2.71)	-2.03 (0 / 3.08)	-	-	-1.84 (0 / 2.58)	-
 	Percentile (%)	91.406	91.45	-	-	85.911	-
small GTPase mediated signal transduction	FC (WS / NS)	-0.89 (1 / 2.71)	-	0 (0 / 0)	-	-	-
 	Percentile (%)	91.442	-	56.035	-	-	-
pyridoxine biosynthetic process	FC (WS / NS)	-0.89 (1 / 2.71)	-	-0.33 (4.17 / 5.49)	-0.42 (4.25 / 6)	-	-
 	Percentile (%)	91.478	-	85.323	80.128	-	-
pyridoxal 5'-phosphate salvage	FC (WS / NS)	-0.89 (1 / 2.71)	-	-0.84 (1 / 2.58)	-	-	-
 	Percentile (%)	91.586	-	89.903	-	-	-
cardiolipin biosynthetic process	FC (WS / NS)	-0.89 (1 / 2.71)	-	0 (0 / 0)	-	-	-
 	Percentile (%)	91.658	-	61.317	-	-	-
alginic acid biosynthetic process	FC (WS / NS)	-0.89 (1 / 2.71)	0.14 (0 / -0.09)	-	-	-	-
 	Percentile (%)	91.73	28.374	-	-	-	-
phosphatidylglycerol metabolic process	FC (WS / NS)	-0.89 (1 / 2.71)	-	-1.58 (0 / 2)	-	-	-
 	Percentile (%)	91.766	-	94.383	-	-	-
spliceosomal complex assembly	FC (WS / NS)	-0.93 (0 / 0.91)	1 (1 / 0)	-	-	-	-
 	Percentile (%)	91.981	6.998	-	-	-	-
glycerophosphodiester transmembrane transport	FC (WS / NS)	-0.93 (0 / 0.91)	-	-	-	-	-
 	Percentile (%)	92.089	-	-	-	-	-
tRNA wobble adenosine to inosine editing	FC (WS / NS)	-0.93 (0 / 0.91)	0 (0 / 0)	-	-	-	-
 	Percentile (%)	92.125	47.671	-	-	-	-
gamma-aminobutyric acid catabolic process	FC (WS / NS)	-0.93 (0 / 0.91)	-	-0.1 (6.83 / 7.39)	-	-	-
 	Percentile (%)	92.557	-	78.469	-	-	-
choline transport	FC (WS / NS)	-0.93 (0 / 0.91)	-	2.11 (3.32 / 0)	-	-	-
 	Percentile (%)	92.665	-	2.073	-	-	-
viral capsid assembly	FC (WS / NS)	-0.93 (0 / 0.91)	-	-	-	-	-
 	Percentile (%)	92.772	-	-	-	-	-
siderophore biosynthetic process	FC (WS / NS)	-0.93 (0 / 0.91)	-	0 (0 / 0)	-	-	-
 	Percentile (%)	92.808	-	59.846	-	-	-
rhamnose catabolic process	FC (WS / NS)	-0.93 (0 / 0.91)	-0.3 (3.91 / 5.03)	-	-	-	-
 	Percentile (%)	92.844	67.447	-	-	-	-
molybdopterin cofactor biosynthetic process	FC (WS / NS)	-0.93 (0 / 0.91)	1.58 (2 / 0)	0.43 (7.29 / 5.17)	-	-	0.1 (-12.03 / -11.27)
 	Percentile (%)	92.952	3.941	14.778	-	-	34.453
positive regulation of proteasomal ubiquitin-dependent protein catabolic process	FC (WS / NS)	-0.93 (0 / 0.91)	0.14 (0 / -0.09)	-	-	-	-
 	Percentile (%)	92.988	27.132	-	-	-	-
recognition of pollen	FC (WS / NS)	-0.93 (0 / 0.91)	-	-	-	-	-
 	Percentile (%)	93.132	-	-	-	-	-
regulation of proteasomal protein catabolic process	FC (WS / NS)	-0.93 (0 / 0.91)	-1.54 (0 / 1.91)	-	-	-	-
 	Percentile (%)	93.24	88.011	-	-	-	-
trans-translation	FC (WS / NS)	-0.93 (0 / 0.91)	-	-	-	1.49 (1.81 / 0)	-
 	Percentile (%)	93.276	-	-	-	8.134	-
regulation of proteolysis involved in cellular protein catabolic process	FC (WS / NS)	-0.93 (0 / 0.91)	-1.54 (0 / 1.91)	-	-	-	-
 	Percentile (%)	93.348	88.178	-	-	-	-
positive regulation of proteolysis involved in cellular protein catabolic process	FC (WS / NS)	-0.93 (0 / 0.91)	-0.93 (0 / 0.91)	-	-	-	-
 	Percentile (%)	93.384	81.49	-	-	-	-
regulation of cellular protein catabolic process	FC (WS / NS)	-0.93 (0 / 0.91)	-1.54 (0 / 1.91)	-	-	-	-
 	Percentile (%)	93.42	88.225	-	-	-	-
regulation of ubiquitin-dependent protein catabolic process	FC (WS / NS)	-0.93 (0 / 0.91)	-0.93 (0 / 0.91)	-	-	-	-
 	Percentile (%)	93.456	81.562	-	-	-	-
inositol catabolic process	FC (WS / NS)	-0.95 (1.58 / 3.99)	-2.27 (0 / 3.81)	-2.41 (0 / 4.32)	-2.41 (0 / 4.32)	-3.42 (0 / 9.71)	-
 	Percentile (%)	93.492	92.787	98.429	95.475	96.732	-
biotin biosynthetic process	FC (WS / NS)	-0.95 (2.32 / 5.43)	0.01 (6.41 / 6.38)	-0.47 (5 / 7.32)	-0.78 (2.81 / 5.55)	-3.46 (0 / 10.03)	-
 	Percentile (%)	93.528	46.477	87.161	85.047	97.023	-
N-acetylmannosamine metabolic process	FC (WS / NS)	-0.97 (1 / 2.91)	-	-1.73 (0 / 2.32)	-	-	-
 	Percentile (%)	93.635	-	94.952	-	-	-
protein secretion by the type II secretion system	FC (WS / NS)	-0.97 (1 / 2.91)	-2.2 (0 / 3.61)	-2.69 (0 / 5.46)	0.46 (6.51 / 4.46)	-	-
 	Percentile (%)	93.707	92.333	99.198	12.592	-	-
positive regulation of transcription, DNA-templated	FC (WS / NS)	-0.97 (1 / 2.91)	-	0.04 (7.94 / 7.73)	-0.12 (6.78 / 7.45)	-	-0.21 (-7.29 / -8.29)
 	Percentile (%)	93.779	-	38.482	67.831	-	67.497
sporulation resulting in formation of a cellular spore	FC (WS / NS)	-0.99 (2.58 / 6.13)	-	-0.57 (5.32 / 8.37)	0.06 (9.3 / 8.9)	-3.78 (0 / 12.69)	-
 	Percentile (%)	93.923	-	88.098	39.695	99.201	-
zinc ion transport	FC (WS / NS)	-1.03 (1 / 3.08)	-	-	-	-	-
 	Percentile (%)	94.067	-	-	-	-	-
threonine catabolic process	FC (WS / NS)	-1.05 (1.58 / 4.36)	-	-	-	-	0.1 (-8.38 / -7.91)
 	Percentile (%)	94.247	-	-	-	-	35.536
homophilic cell adhesion via plasma membrane adhesion molecules	FC (WS / NS)	-1.13 (1 / 3.36)	-	0 (0 / 0)	-	-	-
 	Percentile (%)	94.462	-	55.901	-	-	-
intermediate filament organization	FC (WS / NS)	-1.17 (1 / 3.49)	-1.69 (0 / 2.23)	-1.27 (1 / 3.81)	-	-	-
 	Percentile (%)	94.57	89.372	92.511	-	-	-
formation of translation preinitiation complex	FC (WS / NS)	-1.32 (0 / 1.49)	-	-	-	-	-
 	Percentile (%)	94.858	-	-	-	-	-
keratinocyte development	FC (WS / NS)	-1.32 (0 / 1.49)	-	-	-	-	-
 	Percentile (%)	94.894	-	-	-	-	-
transcription by RNA polymerase II	FC (WS / NS)	-1.32 (0 / 1.49)	-	-0.02 (8.07 / 8.19)	-	-	-
 	Percentile (%)	95.038	-	72.116	-	-	-
regulation of translational initiation	FC (WS / NS)	-1.32 (0 / 1.49)	-	-	-	-	-
 	Percentile (%)	95.074	-	-	-	-	-
