GO Term	Fold Change	Unipept	EggNOG	MEGAN	MetaGOmics	MPA	Prophane
 	Percentile (%)	89.323	90.495	24.788	-	-	-
quinolinate synthetase A activity	FC (WS / NS)	-0.8 (1.58 / 3.49)	-	-	-	-	-
 	Percentile (%)	89.373	-	-	-	-	-
FMN adenylyltransferase activity	FC (WS / NS)	-0.8 (1 / 2.49)	-	-0.42 (2 / 3)	-	-	-
 	Percentile (%)	89.398	-	84.39	-	-	-
aldose 1-epimerase activity	FC (WS / NS)	-0.8 (1 / 2.49)	-	-0.2 (2.32 / 2.81)	-	-2.93 (0 / 6.64)	-
 	Percentile (%)	89.424	-	80.27	-	91.135	-
riboflavin kinase activity	FC (WS / NS)	-0.8 (1 / 2.49)	-	-0.37 (1 / 1.58)	-	-	-
 	Percentile (%)	89.499	-	83.978	-	-	-
3-hydroxyacyl-CoA dehydrogenase activity	FC (WS / NS)	-0.8 (3.17 / 6.28)	-	-0.24 (6.29 / 7.6)	-2.74 (0 / 5.7)	-3.74 (0 / 12.32)	-0.19 (-9.1 / -10.24)
 	Percentile (%)	89.724	-	81.552	98.19	98.64	64.249
formate dehydrogenase (NAD+) activity	FC (WS / NS)	-0.81 (3 / 6.01)	-2.24 (0 / 3.71)	-0.69 (4.75 / 8.3)	-1.4 (1.58 / 5.81)	-3.65 (0 / 11.54)	0.1 (-12.03 / -11.27)
 	Percentile (%)	89.749	92.468	87.137	87.905	98.358	31.98
intramolecular transferase activity, transferring amino groups	FC (WS / NS)	-0.86 (4.09 / 8.23)	-0.94 (3.81 / 8.21)	-0.72 (5.67 / 9.96)	-1.15 (3.91 / 9.86)	-0.38 (8.06 / 10.79)	-
 	Percentile (%)	90.602	79.655	87.251	86.254	74.906	-
phosphorelay response regulator activity	FC (WS / NS)	-0.89 (1 / 2.71)	-0.53 (2.32 / 3.81)	-0.01 (11.49 / 11.62)	-0.13 (5.95 / 6.6)	1.49 (1.81 / 0)	-0.19 (-7.47 / -8.37)
 	Percentile (%)	90.702	68.862	69.123	65.175	7.223	64.104
phosphoribosylglycinamide formyltransferase activity	FC (WS / NS)	-0.89 (1 / 2.71)	-	0 (0 / 0)	-	-0.3 (-0.19 / 0)	-
 	Percentile (%)	90.727	-	54.566	-	69.7	-
2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase activity	FC (WS / NS)	-0.89 (1 / 2.71)	-1.69 (0 / 2.23)	0.25 (4.46 / 3.58)	-	-	-
 	Percentile (%)	90.877	88.259	21.79	-	-	-
exodeoxyribonuclease V activity	FC (WS / NS)	-0.89 (1 / 2.71)	1.58 (2 / 0)	-0.1 (3.58 / 3.91)	-	-	-
 	Percentile (%)	90.902	3.758	76.448	-	-	-
cation:cation antiporter activity	FC (WS / NS)	-0.89 (1 / 2.71)	-1.54 (0 / 1.91)	1.37 (1.58 / 0)	-	1.49 (1.81 / 0)	-
 	Percentile (%)	90.952	86.116	6.615	-	7.88	-
CDP-alcohol phosphatidyltransferase activity	FC (WS / NS)	-0.89 (1 / 2.71)	-0.93 (0 / 0.91)	-1.58 (0 / 2)	-	-	-
 	Percentile (%)	90.977	76.316	94.049	-	-	-
oxidoreductase activity, acting on the CH-CH group of donors, oxygen as acceptor	FC (WS / NS)	-0.9 (1.58 / 3.81)	-0.93 (0 / 0.91)	-0.51 (7.45 / 11.05)	-	-	-
 	Percentile (%)	91.228	76.239	85.534	-	-	-
sulfate transmembrane transporter activity	FC (WS / NS)	-0.9 (2.32 / 5.19)	-	-	-	-	0.07 (-9.34 / -8.95)
 	Percentile (%)	91.253	-	-	-	-	36.476
CoA-transferase activity	FC (WS / NS)	-0.91 (4.64 / 9.63)	-0.09 (9.02 / 9.69)	-0.95 (6.13 / 12.75)	-0.93 (4.86 / 10.15)	-4.02 (0 / 15.26)	-
 	Percentile (%)	91.303	57.167	88.075	84.095	100	-
uracil DNA N-glycosylase activity	FC (WS / NS)	-0.92 (1.58 / 3.91)	-0.42 (2.58 / 3.81)	-1.27 (1 / 3.81)	-1.32 (1 / 4)	-	-
 	Percentile (%)	91.328	66.408	92.035	87.524	-	-
deaminated base DNA N-glycosylase activity	FC (WS / NS)	-0.92 (1.58 / 3.91)	-0.42 (2.58 / 3.81)	-1.27 (1 / 3.81)	-1 (2 / 5)	-	-
 	Percentile (%)	91.378	66.423	92.103	84.762	-	-
RNA polymerase II regulatory region sequence-specific DNA binding	FC (WS / NS)	-0.93 (0 / 0.91)	1 (1 / 0)	-	-	-	-
 	Percentile (%)	91.454	8.138	-	-	-	-
bacterial-type RNA polymerase core enzyme binding	FC (WS / NS)	-0.93 (0 / 0.91)	-	-	-	-	-
 	Percentile (%)	91.479	-	-	-	-	-
RNA polymerase II regulatory region DNA binding	FC (WS / NS)	-0.93 (0 / 0.91)	1.58 (2 / 0)	-	-	-	-
 	Percentile (%)	91.504	3.494	-	-	-	-
single-stranded RNA binding	FC (WS / NS)	-0.93 (0 / 0.91)	-2.54 (0 / 4.81)	0 (2.32 / 2.32)	-0.14 (7.77 / 8.68)	-2.84 (0 / 6.17)	-
 	Percentile (%)	91.579	93.772	53.742	66.032	89.728	-
adenosine deaminase activity	FC (WS / NS)	-0.93 (0 / 0.91)	1 (1 / 0)	0 (0 / 0)	-	-	-
 	Percentile (%)	91.604	8.293	53.948	-	-	-
riboflavin synthase activity	FC (WS / NS)	-0.93 (0 / 0.91)	-1.32 (0 / 1.49)	0 (0 / 0)	-	-	-
 	Percentile (%)	91.629	83.289	54.658	-	-	-
thiol-dependent ubiquitin-specific protease activity	FC (WS / NS)	-0.93 (0 / 0.91)	-0.93 (0 / 0.91)	-	-	-	-
 	Percentile (%)	91.654	74.654	-	-	-	-
olfactory receptor activity	FC (WS / NS)	-0.93 (0 / 0.91)	0.14 (0 / -0.09)	-	-	-	-
 	Percentile (%)	91.679	26.2	-	-	-	-
monovalent cation:proton antiporter activity	FC (WS / NS)	-0.93 (0 / 0.91)	-0.93 (0 / 0.91)	1 (1 / 0)	-	1.49 (1.81 / 0)	-
 	Percentile (%)	91.704	74.732	9.018	-	7.458	-
beta-catenin binding	FC (WS / NS)	-0.93 (0 / 0.91)	-	-	-	-	-
 	Percentile (%)	91.779	-	-	-	-	-
tRNA-specific adenosine deaminase activity	FC (WS / NS)	-0.93 (0 / 0.91)	0 (0 / 0)	-	-	-	-
 	Percentile (%)	91.83	47.445	-	-	-	-
3-oxoacid CoA-transferase activity	FC (WS / NS)	-0.93 (0 / 0.91)	-3.01 (0 / 7.04)	-3.51 (0 / 10.37)	-	-	-
 	Percentile (%)	91.855	99.208	99.863	-	-	-
Ran GTPase binding	FC (WS / NS)	-0.93 (0 / 0.91)	-	-	-	-	-
 	Percentile (%)	91.88	-	-	-	-	-
5-amino-6-(5-phosphoribosylamino)uracil reductase activity	FC (WS / NS)	-0.93 (0 / 0.91)	0.14 (0 / -0.09)	0.67 (4.7 / 2.58)	-	-	-
 	Percentile (%)	91.905	27.163	14.008	-	-	-
isochorismate synthase activity	FC (WS / NS)	-0.93 (0 / 0.91)	0 (0 / 0)	0 (0 / 0)	-	-	-
 	Percentile (%)	91.93	47.647	56.786	-	-	-
type II site-specific deoxyribonuclease activity	FC (WS / NS)	-0.93 (0 / 0.91)	-	0 (0 / 0)	-	-	-
 	Percentile (%)	91.955	-	56.992	-	-	-
anion:cation symporter activity	FC (WS / NS)	-0.93 (0 / 0.91)	-	-0.48 (2.58 / 4)	-	-	-
 	Percentile (%)	92.055	-	85.168	-	-	-
cation:chloride symporter activity	FC (WS / NS)	-0.93 (0 / 0.91)	-	-	-	-	-
 	Percentile (%)	92.08	-	-	-	-	-
sodium:proton antiporter activity	FC (WS / NS)	-0.93 (0 / 0.91)	0.14 (0 / -0.09)	0 (0 / 0)	-	1.49 (1.81 / 0)	-
 	Percentile (%)	92.105	27.877	57.862	-	7.833	-
myosin binding	FC (WS / NS)	-0.93 (0 / 0.91)	1.37 (1.58 / 0)	-	-	-	-
 	Percentile (%)	92.206	5.731	-	-	-	-
coenzyme F420-dependent N5,N10-methenyltetrahydromethanopterin reductase activity	FC (WS / NS)	-0.93 (0 / 0.91)	-	-	-	-	-
 	Percentile (%)	92.231	-	-	-	-	-
L-ascorbic acid binding	FC (WS / NS)	-0.93 (0 / 0.91)	-	-	-	-	-
 	Percentile (%)	92.381	-	-	-	-	-
choline binding	FC (WS / NS)	-0.93 (0 / 0.91)	-	0 (0 / 0)	0.26 (5.09 / 4.09)	-	-
 	Percentile (%)	92.481	-	60.449	19.556	-	-
neurotransmitter binding	FC (WS / NS)	-0.93 (0 / 0.91)	-1.54 (0 / 1.91)	0 (0 / 0)	0.02 (5.09 / 5)	-	-
 	Percentile (%)	92.506	86.722	60.952	46.889	-	-
single-stranded DNA-dependent ATPase activity	FC (WS / NS)	-0.93 (0 / 0.91)	-	-2.72 (0 / 5.58)	-	-	-
 	Percentile (%)	92.531	-	99.405	-	-	-
RNA polymerase core enzyme binding	FC (WS / NS)	-0.93 (0 / 0.91)	0 (5.21 / 5.23)	-	-	-	-
 	Percentile (%)	92.556	52.508	-	-	-	-
intramolecular transferase activity, transferring hydroxy groups	FC (WS / NS)	-0.93 (0 / 0.91)	-1.39 (1 / 4.23)	1 (1 / 0)	-2.51 (0 / 4.7)	-	-
 	Percentile (%)	92.657	84.858	11.376	95.302	-	-
hyaluronan synthase activity	FC (WS / NS)	-0.93 (0 / 0.91)	-	-	-	-	-
 	Percentile (%)	92.682	-	-	-	-	-
metal ion:proton antiporter activity	FC (WS / NS)	-0.93 (0 / 0.91)	0.14 (0 / -0.09)	0 (0 / 0)	-	1.49 (1.81 / 0)	-
 	Percentile (%)	92.707	31.465	63.31	-	8.396	-
tRNA-specific adenosine-34 deaminase activity	FC (WS / NS)	-0.93 (0 / 0.91)	-	-	-	-	-
 	Percentile (%)	92.732	-	-	-	-	-
tRNA-dihydrouridine20 synthase activity	FC (WS / NS)	-0.93 (0 / 0.91)	-	-	-	-	-
 	Percentile (%)	92.832	-	-	-	-	-
ferric iron transmembrane transporter activity	FC (WS / NS)	-0.95 (2 / 4.81)	-	-0.5 (4 / 6.09)	-2.63 (0 / 5.17)	-0.18 (7.66 / 8.78)	-
 	Percentile (%)	93.133	-	85.42	96.857	65.056	-
ferric-transporting ATPase activity	FC (WS / NS)	-0.95 (2 / 4.81)	-	-0.61 (3 / 5.09)	-2.37 (0 / 4.17)	-0.18 (7.66 / 8.78)	-
 	Percentile (%)	93.158	-	86.542	93.175	65.103	-
trivalent inorganic cation transmembrane transporter activity	FC (WS / NS)	-0.95 (2 / 4.81)	-	-0.46 (4.58 / 6.67)	-2.76 (0 / 5.75)	-0.18 (7.66 / 8.78)	-
 	Percentile (%)	93.183	-	84.848	98.54	65.15	-
glycerol-3-phosphate oxidase activity	FC (WS / NS)	-0.97 (1 / 2.91)	-	-	-	-	-
 	Percentile (%)	93.208	-	-	-	-	-
oxidoreductase activity, acting on the CH-OH group of donors, oxygen as acceptor	FC (WS / NS)	-0.97 (1 / 2.91)	0.03 (7.25 / 7.1)	0.15 (8.15 / 7.26)	-	-	-
 	Percentile (%)	93.333	43.345	27.649	-	-	-
N-acylglucosamine-6-phosphate 2-epimerase activity	FC (WS / NS)	-0.97 (1 / 2.91)	0.14 (0 / -0.09)	-1.73 (0 / 2.32)	-	-	-
 	Percentile (%)	93.434	30.859	95.171	-	-	-
epoxyqueuosine reductase activity	FC (WS / NS)	-0.97 (1 / 2.91)	-	-	-	-	-
 	Percentile (%)	93.484	-	-	-	-	-
pyruvate, phosphate dikinase activity	FC (WS / NS)	-0.98 (3.17 / 7.23)	-	-0.23 (6.15 / 7.39)	-1.16 (2.58 / 6.99)	-3.9 (0 / 13.88)	0.07 (-7.82 / -7.49)
 	Percentile (%)	93.584	-	81.346	86.286	99.953	35.533
NAD(P)+ transhydrogenase activity	FC (WS / NS)	-1 (1.58 / 4.15)	-0.89 (2.58 / 5.66)	-0.83 (3 / 6.09)	-1.04 (2 / 5.17)	-1.58 (0 / 2)	-
 	Percentile (%)	93.684	73.878	87.64	85.016	83.583	-
NAD(P)+ transhydrogenase (AB-specific) activity	FC (WS / NS)	-1 (1.58 / 4.15)	-1.29 (1 / 3.91)	-1.02 (2 / 5.09)	-1.37 (1 / 4.17)	-1.58 (0 / 2)	-
 	Percentile (%)	93.709	82.109	91.554	87.746	83.63	-
oxidoreductase activity, acting on NAD(P)H, NAD(P) as acceptor	FC (WS / NS)	-1 (1.58 / 4.15)	-0.83 (3 / 6.1)	-0.74 (3.58 / 6.67)	-0.91 (2.58 / 5.75)	-1.58 (0 / 2)	-
 	Percentile (%)	93.734	73.179	87.457	83.905	83.771	-
fumarate reductase (menaquinone)	FC (WS / NS)	-1.02 (2.32 / 5.74)	-	-	-1.42 (2 / 7.06)	-0.31 (9.57 / 12.1)	-
 	Percentile (%)	93.759	-	-	88.19	71.998	-
sodium ion transmembrane transporter activity	FC (WS / NS)	-1.03 (2.32 / 5.76)	-0.15 (3.58 / 4.08)	-0.68 (6.21 / 10.56)	-1.13 (3.17 / 8.14)	-1.9 (1.81 / 9.5)	-
 	Percentile (%)	93.784	59.14	87.022	86.19	84.709	-
phosphatidylinositol phospholipase C activity	FC (WS / NS)	-1.04 (2 / 5.15)	-	-	-	-	-0.01 (-8.7 / -8.73)
 	Percentile (%)	93.885	-	-	-	-	46.991
phospholipase C activity	FC (WS / NS)	-1.04 (2 / 5.15)	-	-	-	-	-0.01 (-7.7 / -7.73)
 	Percentile (%)	93.91	-	-	-	-	47.063
CoA-ligase activity	FC (WS / NS)	-1.04 (2.58 / 6.38)	-2.34 (0 / 4.08)	-0.59 (4.46 / 7.23)	-1.39 (2.32 / 7.71)	-	-
 	Percentile (%)	93.935	93.089	86.427	87.81	-	-
quinone binding	FC (WS / NS)	-1.05 (2 / 5.19)	-	-0.22 (6.39 / 7.63)	-1.06 (1.58 / 4.39)	-3.21 (0 / 8.23)	-0.21 (-8.17 / -9.31)
 	Percentile (%)	93.96	-	81.231	85.206	93.762	65.845
biotin synthase activity	FC (WS / NS)	-1.05 (1.58 / 4.36)	0.14 (0 / -0.09)	-1.2 (1 / 3.58)	-1 (1.58 / 4.17)	-1.58 (0 / 2)	-
 	Percentile (%)	93.985	25.936	91.897	84.667	83.396	-
oxidoreductase activity, acting on a heme group of donors, nitrogenous group as acceptor	FC (WS / NS)	-1.09 (2 / 5.36)	-	-	-0.87 (3 / 6.32)	-0.34 (7.79 / 10.1)	-
 	Percentile (%)	94.11	-	-	83.365	73.03	-
nitrate reductase (cytochrome) activity	FC (WS / NS)	-1.09 (2 / 5.36)	-	-	-1.08 (2 / 5.32)	-0.34 (7.79 / 10.1)	-
 	Percentile (%)	94.135	-	-	85.397	73.171	-
ribonuclease E activity	FC (WS / NS)	-1.09 (1.58 / 4.49)	-2.29 (0 / 3.91)	-	-2.41 (0 / 4.32)	-3.4 (0 / 9.56)	-
 	Percentile (%)	94.16	92.903	-	94.19	96.201	-
acyl-CoA dehydrogenase activity	FC (WS / NS)	-1.1 (3.58 / 8.81)	-0.69 (1 / 2.23)	-1.01 (4.58 / 10.29)	-1.41 (2.58 / 8.54)	-3.85 (0 / 13.42)	-
 	Percentile (%)	94.185	71.533	91.531	88.127	99.906	-
1,3-propanediol dehydrogenase activity	FC (WS / NS)	-1.12 (1.58 / 4.61)	-	-	-	-	-
 	Percentile (%)	94.211	-	-	-	-	-
3'-nucleotidase activity	FC (WS / NS)	-1.17 (1 / 3.49)	-2.08 (0 / 3.23)	0 (0 / 0)	-	-	-
 	Percentile (%)	94.286	91.396	56.191	-	-	-
2',3'-cyclic-nucleotide 2'-phosphodiesterase activity	FC (WS / NS)	-1.17 (1 / 3.49)	-2.08 (0 / 3.23)	-0.17 (3.58 / 4.17)	-1.2 (1 / 3.58)	-2.81 (0 / 6)	-0.1 (-10.65 / -11.36)
 	Percentile (%)	94.311	91.412	79.515	86.54	89.447	57.143
inositol phosphate phosphatase activity	FC (WS / NS)	-1.17 (1.58 / 4.81)	-2.27 (0 / 3.81)	-0.93 (2.32 / 5.32)	-	-	-
 	Percentile (%)	94.411	92.747	88.052	-	-	-
inositol monophosphate phosphatase activity	FC (WS / NS)	-1.17 (1.58 / 4.81)	-2.08 (0 / 3.23)	-1 (2 / 5)	-	-	-
 	Percentile (%)	94.436	91.66	91.051	-	-	-
nucleoside kinase activity	FC (WS / NS)	-1.22 (1.58 / 5.03)	1.07 (3 / 0.91)	0.08 (9.93 / 9.38)	-	-0.3 (-0.19 / 0)	-
 	Percentile (%)	94.461	7.734	34.264	-	70.45	-
glycerol-3-phosphate dehydrogenase (quinone) activity	FC (WS / NS)	-1.24 (1 / 3.71)	-2.08 (0 / 3.23)	-1.2 (2.58 / 7.23)	-1.76 (1 / 5.78)	-2.73 (0 / 5.61)	-
 	Percentile (%)	94.486	91.334	91.943	89.46	88.274	-
oxygen-dependent protoporphyrinogen oxidase activity	FC (WS / NS)	-1.24 (1 / 3.71)	-	1 (1 / 0)	-	-	-
 	Percentile (%)	94.511	-	8.881	-	-	-
oxidoreductase activity, acting on the CH-OH group of donors, quinone or similar compound as acceptor	FC (WS / NS)	-1.24 (1 / 3.71)	-2.39 (0 / 4.23)	-1.3 (3.17 / 9.26)	-1.27 (2 / 6.23)	-2.73 (0 / 5.61)	-
 	Percentile (%)	94.536	93.244	92.241	87.206	88.415	-
protoporphyrinogen oxidase activity	FC (WS / NS)	-1.24 (1 / 3.71)	-	1.58 (2 / 0)	-	-	-
 	Percentile (%)	94.561	-	5.493	-	-	-
galactokinase activity	FC (WS / NS)	-1.25 (1.58 / 5.15)	-1.44 (1 / 4.43)	-2.47 (0 / 4.52)	-1.23 (1.58 / 5.04)	2.45 (4.46 / 0)	-
 	Percentile (%)	94.586	84.982	98.466	86.857	5.019	-
nucleotide diphosphatase activity	FC (WS / NS)	-1.27 (1 / 3.81)	1 (1 / 0)	1.07 (5.29 / 2)	-	-	-
 	Percentile (%)	94.612	8.324	8.148	-	-	-
mannosyltransferase activity	FC (WS / NS)	-1.32 (0 / 1.49)	-	-	-	0 (0 / 0)	-
 	Percentile (%)	94.637	-	-	-	41.135	-
oxidized base lesion DNA N-glycosylase activity	FC (WS / NS)	-1.32 (0 / 1.49)	0.53 (2.58 / 1.49)	0 (2 / 2)	-	-	-
 	Percentile (%)	94.662	15.453	53.079	-	-	-
lipid kinase activity	FC (WS / NS)	-1.32 (0 / 1.49)	-	2.06 (3.17 / 0)	-	-	-
 	Percentile (%)	94.712	-	2.266	-	-	-
dolichyl-phosphate beta-D-mannosyltransferase activity	FC (WS / NS)	-1.32 (0 / 1.49)	-	-	-	0 (0 / 0)	-
 	Percentile (%)	94.812	-	-	-	41.51	-
voltage-gated ion channel activity	FC (WS / NS)	-1.32 (0 / 1.49)	-0.93 (0 / 0.91)	0.81 (4.81 / 2.32)	-	-	-
 	Percentile (%)	94.837	74.686	13.069	-	-	-
voltage-gated potassium channel activity	FC (WS / NS)	-1.32 (0 / 1.49)	-	2 (3 / 0)	-	-	-
 	Percentile (%)	94.862	-	2.724	-	-	-
potassium channel activity	FC (WS / NS)	-1.32 (0 / 1.49)	-	2.32 (4 / 0)	-	-	-
 	Percentile (%)	94.887	-	1.053	-	-	-
protein tyrosine/serine/threonine phosphatase activity	FC (WS / NS)	-1.32 (0 / 1.49)	-1.32 (0 / 1.49)	0 (0 / 0)	-	-	-
 	Percentile (%)	95.013	82.311	56.168	-	-	-
CDP-diacylglycerol-glycerol-3-phosphate 3-phosphatidyltransferase activity	FC (WS / NS)	-1.32 (0 / 1.49)	-	-	-	-	-
 	Percentile (%)	95.063	-	-	-	-	-
oxidized purine nucleobase lesion DNA N-glycosylase activity	FC (WS / NS)	-1.32 (0 / 1.49)	1.14 (1 / -0.09)	0 (1 / 1)	-	-	-
 	Percentile (%)	95.088	7.097	56.352	-	-	-
NADPH dehydrogenase (quinone) activity	FC (WS / NS)	-1.32 (0 / 1.49)	0.14 (0 / -0.09)	-	-	-	-
 	Percentile (%)	95.113	27.194	-	-	-	-
diaminopimelate epimerase activity	FC (WS / NS)	-1.32 (0 / 1.49)	-	-1.58 (0 / 2)	-	-	-
 	Percentile (%)	95.138	-	93.935	-	-	-
succinate-semialdehyde dehydrogenase [NAD(P)+] activity	FC (WS / NS)	-1.32 (0 / 1.49)	0.14 (0 / -0.09)	-0.1 (6.83 / 7.39)	-	-	-
 	Percentile (%)	95.163	27.364	76.562	-	-	-
sucrose synthase activity	FC (WS / NS)	-1.32 (0 / 1.49)	-	-	-	-	-
 	Percentile (%)	95.313	-	-	-	-	-
peptidase activator activity	FC (WS / NS)	-1.32 (0 / 1.49)	-	-	-	-	-
 	Percentile (%)	95.363	-	-	-	-	-
voltage-gated channel activity	FC (WS / NS)	-1.32 (0 / 1.49)	-1.32 (0 / 1.49)	0.66 (5.32 / 3)	-	-	-
 	Percentile (%)	95.388	82.544	14.099	-	-	-
voltage-gated cation channel activity	FC (WS / NS)	-1.32 (0 / 1.49)	0.14 (0 / -0.09)	2.32 (4 / 0)	-	-	-
 	Percentile (%)	95.414	28.685	1.167	-	-	-
beta-tubulin binding	FC (WS / NS)	-1.32 (0 / 1.49)	0.14 (0 / -0.09)	-	-	-	-
 	Percentile (%)	95.739	31.045	-	-	-	-
NADHX epimerase activity	FC (WS / NS)	-1.32 (0 / 1.49)	0.14 (0 / -0.09)	-	-	-	-
 	Percentile (%)	95.84	31.635	-	-	-	-
proteasome binding	FC (WS / NS)	-1.32 (0 / 1.49)	-	-	-	-	-
 	Percentile (%)	95.865	-	-	-	-	-
NAD+ binding	FC (WS / NS)	-1.33 (2 / 6.52)	1.35 (5.36 / 1.49)	-2.03 (1 / 7.17)	-0.34 (4.81 / 6.38)	-3.74 (0 / 12.32)	-
 	Percentile (%)	95.89	6.523	96.864	75.683	98.687	-
solute:sodium symporter activity	FC (WS / NS)	-1.33 (1.58 / 5.52)	0.03 (3 / 2.91)	-0.78 (5.36 / 9.94)	-1.22 (2.81 / 7.85)	-3.33 (0 / 9.09)	-
 	Percentile (%)	95.915	42.444	87.594	86.825	95.638	-
adenosylmethionine-8-amino-7-oxononanoate transaminase activity	FC (WS / NS)	-1.37 (1 / 4.15)	-2.17 (0 / 3.49)	-0.48 (2.58 / 4)	-0.98 (1.58 / 4.09)	-3.17 (0 / 8.02)	-
 	Percentile (%)	95.965	91.893	85.122	84.413	93.34	-
UDP-glucose:hexose-1-phosphate uridylyltransferase activity	FC (WS / NS)	-1.37 (1 / 4.15)	-	-2.2 (0 / 3.58)	-2.2 (0 / 3.58)	-	-
 	Percentile (%)	95.99	-	97.093	91.365	-	-
methylenetetrahydrofolate reductase (NAD(P)H) activity	FC (WS / NS)	-1.39 (1 / 4.23)	-2.2 (0 / 3.61)	-1.29 (1 / 3.91)	-1.32 (1 / 4)	-3.33 (0 / 9.05)	-
 	Percentile (%)	96.015	92.266	92.172	87.492	95.356	-
thymidine kinase activity	FC (WS / NS)	-1.39 (1 / 4.23)	1 (1 / 0)	1 (1 / 0)	-	-	-
 	Percentile (%)	96.04	8.355	8.904	-	-	-
deoxynucleoside kinase activity	FC (WS / NS)	-1.39 (1 / 4.23)	1.58 (2 / 0)	1.58 (2 / 0)	-	-	-
 	Percentile (%)	96.065	4.053	4.967	-	-	-
galactose transmembrane transporter activity	FC (WS / NS)	-1.42 (1.58 / 5.93)	-2.66 (0 / 5.33)	-	-2.71 (0 / 5.55)	-2.88 (0 / 6.34)	-
 	Percentile (%)	96.09	96.894	-	97.683	89.962	-
oxidoreductase activity, acting on X-H and Y-H to form an X-Y bond	FC (WS / NS)	-1.52 (2 / 7.58)	-2.46 (0 / 4.49)	-2.29 (0 / 3.91)	-1.05 (3.58 / 8.52)	-2.99 (0 / 6.92)	-
 	Percentile (%)	96.19	93.508	97.734	85.111	91.651	-
oxidoreductase activity, acting on X-H and Y-H to form an X-Y bond, with a disulfide as acceptor	FC (WS / NS)	-1.52 (2 / 7.58)	-2.29 (0 / 3.91)	-2.2 (0 / 3.58)	-1.16 (3 / 7.93)	-2.99 (0 / 6.92)	-
 	Percentile (%)	96.216	92.825	97.345	86.317	91.698	-
3-methyl-2-oxobutanoate hydroxymethyltransferase activity	FC (WS / NS)	-1.54 (0 / 1.91)	-	-	-	-	-
 	Percentile (%)	96.291	-	-	-	-	-
CDP-diacylglycerol-serine O-phosphatidyltransferase activity	FC (WS / NS)	-1.54 (0 / 1.91)	0.14 (0 / -0.09)	-1 (0 / 1)	-	-	-
 	Percentile (%)	96.316	25.874	88.51	-	-	-
dihydropyrimidinase activity	FC (WS / NS)	-1.54 (0 / 1.91)	-	0.52 (5 / 3.17)	-	-	-
 	Percentile (%)	96.341	-	15.404	-	-	-
ferrous iron binding	FC (WS / NS)	-1.54 (0 / 1.91)	-0.34 (3.91 / 5.19)	0.28 (7.62 / 6.11)	-0.26 (5.64 / 6.93)	-	-
 	Percentile (%)	96.491	64.964	20.737	71.079	-	-
cardiolipin synthase activity	FC (WS / NS)	-1.54 (0 / 1.91)	-	0 (0 / 0)	-	-	-
 	Percentile (%)	96.516	-	56.626	-	-	-
glycerate kinase activity	FC (WS / NS)	-1.54 (0 / 1.91)	-1.32 (0 / 1.49)	-	-	-	-
 	Percentile (%)	96.541	83.755	-	-	-	-
phosphatidyltransferase activity	FC (WS / NS)	-1.54 (0 / 1.91)	-	-1 (0 / 1)	-	-	-
 	Percentile (%)	96.642	-	90.043	-	-	-
proteasome-activating ATPase activity	FC (WS / NS)	-1.54 (0 / 1.91)	-	-	-	-	-
 	Percentile (%)	96.792	-	-	-	-	-
oleate hydratase activity	FC (WS / NS)	-1.54 (0 / 1.91)	-1.54 (0 / 1.91)	-	-	-1.58 (0 / 2)	-
 	Percentile (%)	96.817	86.939	-	-	84.193	-
lysine-acetylated histone binding	FC (WS / NS)	-1.54 (0 / 1.91)	-	-	-	-	-
 	Percentile (%)	96.867	-	-	-	-	-
modification-dependent protein binding	FC (WS / NS)	-1.54 (0 / 1.91)	-	-	-	-	-
 	Percentile (%)	96.992	-	-	-	-	-
acetylation-dependent protein binding	FC (WS / NS)	-1.54 (0 / 1.91)	-	-	-	-	-
 	Percentile (%)	97.018	-	-	-	-	-
calmodulin binding	FC (WS / NS)	-1.65 (1 / 5.3)	0 (0 / 0)	-	-	-	-
 	Percentile (%)	97.093	46.964	-	-	-	-
lysine decarboxylase activity	FC (WS / NS)	-1.67 (1.58 / 7.24)	-2.24 (0 / 3.71)	-0.21 (7.59 / 8.93)	-1.7 (1.58 / 7.4)	-2 (0 / 3)	0.71 (-7.24 / -4.82)
 	Percentile (%)	97.118	92.483	80.705	89.333	84.85	4.714
L-ornithine transmembrane transporter activity	FC (WS / NS)	-1.69 (0 / 2.23)	-0.8 (1 / 2.49)	-	-	-	-
 	Percentile (%)	97.143	72.962	-	-	-	-
mRNA guanylyltransferase activity	FC (WS / NS)	-1.69 (0 / 2.23)	-	0 (0 / 0)	-	-	-
 	Percentile (%)	97.168	-	54.269	-	-	-
RNA guanylyltransferase activity	FC (WS / NS)	-1.69 (0 / 2.23)	-	-1 (0 / 1)	-	-	-
 	Percentile (%)	97.268	-	89.265	-	-	-
L-amino acid transmembrane transporter activity	FC (WS / NS)	-1.69 (0 / 2.23)	-0.83 (1.58 / 3.61)	-2.48 (0 / 4.58)	0.34 (7.03 / 5.36)	-	-
 	Percentile (%)	97.293	73.21	98.604	16.476	-	-
putrescine:ornithine antiporter activity	FC (WS / NS)	-1.69 (0 / 2.23)	0.14 (0 / -0.09)	-	-	-	-
 	Percentile (%)	97.318	27.893	-	-	-	-
clathrin binding	FC (WS / NS)	-1.69 (0 / 2.23)	-	-	-	-	-
 	Percentile (%)	97.393	-	-	-	-	-
